game_id,player_id,team_id,timeOnIce,goals,assists,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce,gameNumber
2007020863,8471214,15,1525,1,1,6,NA,0,0,0,1,2,NA,NA,0,0,NA,1,1296,9,220,221
2007020876,8471214,15,1465,0,0,4,NA,0,0,0,1,1,NA,NA,0,0,NA,-2,1099,5,361,222
2007020886,8471214,15,1312,0,0,5,NA,0,0,0,0,1,NA,NA,0,0,NA,-1,968,0,344,223
2007020913,8471214,15,1515,0,0,1,NA,0,0,0,0,1,NA,NA,0,0,NA,-2,1209,0,306,224
2007020933,8471214,15,1383,0,3,8,NA,0,2,0,0,1,NA,NA,0,0,NA,0,1002,68,313,225
2007020943,8471214,15,1560,0,1,4,NA,0,0,0,1,1,NA,NA,0,0,NA,1,1302,0,258,226
2007020952,8471214,15,1415,0,0,4,NA,0,0,0,0,2,NA,NA,0,0,NA,-1,1246,2,167,227
2007020971,8471214,15,1345,0,1,2,NA,0,0,0,0,0,NA,NA,0,0,NA,1,1129,7,209,228
2007020982,8471214,15,1497,1,1,4,NA,0,0,0,0,0,NA,NA,0,0,NA,2,938,0,559,229
2007020995,8471214,15,1126,3,2,5,NA,1,1,2,0,0,NA,NA,0,0,NA,3,675,8,443,230
